Datos de la Planta a lazo abierto (Gla) o lazo cerrado (Glc)
C:\Users\Paulo\Documents\PAULO\CONTROL\ETN1040\3Dprinter\3DPrinterProject\analisis\datosRecolectados\Gp_tm1000ms_19V_0a1V_3kHz_a.txt
24/09/2014 06:41:41 a.m.

r(t):Voltaje[V]          y(t):Voltaje[V]         y(t):Temp[°C]         Tiempo de muestreo:tm[ms]
1.000                      0.839                     50.362                     1024948.601
1.000                      0.839                     50.362                     1025978.203
1.000                      0.830                     49.776                     1026976.605
1.000                      0.834                     50.069                     1027990.607
1.000                      0.849                     50.947                     1029020.208
1.000                      0.834                     50.069                     1030018.610
1.000                      0.854                     51.24                     1031032.612
1.000                      0.869                     52.118                     1032062.214
1.000                      0.834                     50.069                     1033060.616
1.000                      0.810                     48.605                     1034074.617
1.000                      0.844                     50.654                     1035104.219
1.000                      0.844                     50.654                     1036087.021
1.000                      0.849                     50.947                     1037116.623
1.000                      0.815                     48.898                     1038130.624
1.000                      0.844                     50.654                     1039160.226
1.000                      0.839                     50.362                     1040158.628
1.000                      0.849                     50.947                     1041172.630
1.000                      0.825                     49.483                     1042202.232
1.000                      0.830                     49.776                     1043200.633
1.000                      0.805                     48.312                     1044214.635
1.000                      0.834                     50.069                     1045244.237
1.000                      0.839                     50.362                     1046227.039
1.000                      0.830                     49.776                     1047256.641
1.000                      0.834                     50.069                     1048270.642
1.000                      0.810                     48.605                     1049300.244
1.000                      0.844                     50.654                     1050298.646
1.000                      0.839                     50.362                     1051312.648
1.000                      0.810                     48.605                     1052342.250
1.000                      0.834                     50.069                     1053340.651
1.000                      0.834                     50.069                     1054354.653
1.000                      0.830                     49.776                     1055384.255
1.000                      0.849                     50.947                     1056367.057
1.000                      0.815                     48.898                     1057396.658
1.000                      0.854                     51.24                     1058410.660
1.000                      0.786                     47.141                     1059440.262
1.000                      0.849                     50.947                     1060438.664
1.000                      0.844                     50.654                     1061452.666
1.000                      0.849                     50.947                     1062482.267
1.000                      0.830                     49.776                     1063480.669
1.000                      0.849                     50.947                     1064494.671
1.000                      0.839                     50.362                     1065524.273
1.000                      0.849                     50.947                     1066522.674
1.000                      0.844                     50.654                     1067536.676
1.000                      0.834                     50.069                     1068566.278
1.000                      0.839                     50.362                     1069580.280
1.000                      0.839                     50.362                     1070578.682
1.000                      0.839                     50.362                     1071592.683
1.000                      0.839                     50.362                     1072622.285
1.000                      0.854                     51.24                     1073620.687
1.000                      0.844                     50.654                     1074634.689
1.000                      0.869                     52.118                     1075664.290
1.000                      0.800                     48.019                     1076662.692
1.000                      0.795                     47.726                     1077676.694
1.000                      0.834                     50.069                     1078706.296
1.000                      0.834                     50.069                     1079689.098
1.000                      0.834                     50.069                     1080718.699
1.000                      0.844                     50.654                     1081732.701
1.000                      0.854                     51.24                     1082762.303
1.000                      0.844                     50.654                     1083760.705
1.000                      0.849                     50.947                     1084774.706
1.000                      0.815                     48.898                     1085804.308
1.000                      0.849                     50.947                     1086802.71
1.000                      0.854                     51.24                     1087816.712
1.000                      0.839                     50.362                     1088846.314
1.000                      0.854                     51.24                     1089829.115
1.000                      0.859                     51.533                     1090858.717
1.000                      0.810                     48.605                     1091872.719
1.000                      0.854                     51.24                     1092902.321
1.000                      0.839                     50.362                     1093900.722
1.000                      0.820                     49.190                     1094914.724
1.000                      0.844                     50.654                     1095944.326
1.000                      0.849                     50.947                     1096942.728
1.000                      0.849                     50.947                     1097956.730
1.000                      0.844                     50.654                     1098986.331
1.000                      0.859                     51.533                     1099984.733
1.000                      0.849                     50.947                     1100998.735
1.000                      0.849                     50.947                     1102028.337
1.000                      0.859                     51.533                     1103042.338
1.000                      0.849                     50.947                     1104040.740
1.000                      0.854                     51.24                     1105054.742
1.000                      0.854                     51.24                     1106084.344
1.000                      0.859                     51.533                     1107082.746
1.000                      0.898                     53.875                     1108096.747
1.000                      0.825                     49.483                     1109126.349
1.000                      0.849                     50.947                     1110124.751
1.000                      0.854                     51.24                     1111138.753
1.000                      0.820                     49.190                     1112168.355
1.000                      0.834                     50.069                     1113182.356
1.000                      0.854                     51.24                     1114180.758
1.000                      0.820                     49.190                     1115194.760
1.000                      0.859                     51.533                     1116224.362
1.000                      0.859                     51.533                     1117222.763
1.000                      0.864                     51.826                     1118236.765
1.000                      0.844                     50.654                     1119266.367
1.000                      0.849                     50.947                     1120264.769
1.000                      0.869                     52.118                     1121278.771
1.000                      0.854                     51.24                     1122308.372
1.000                      0.864                     51.826                     1123306.774
1.000                      0.825                     49.483                     1124320.776
1.000                      0.859                     51.533                     1125334.778
1.000                      0.864                     51.826                     1126364.380
1.000                      0.878                     52.704                     1127362.781
1.000                      0.864                     51.826                     1128376.783
1.000                      0.869                     52.118                     1129406.385
1.000                      0.869                     52.118                     1130404.787
1.000                      0.869                     52.118                     1131418.788
1.000                      0.834                     50.069                     1132448.390
1.000                      0.849                     50.947                     1133446.792
1.000                      0.864                     51.826                     1134460.794
1.000                      0.854                     51.24                     1135490.396
1.000                      0.869                     52.118                     1136504.397
1.000                      0.844                     50.654                     1137502.799
1.000                      0.874                     52.411                     1138516.801
1.000                      0.874                     52.411                     1139546.403
1.000                      0.864                     51.826                     1140544.804
1.000                      0.869                     52.118                     1141558.806
1.000                      0.864                     51.826                     1142588.408
1.000                      0.874                     52.411                     1143586.810
1.000                      0.864                     51.826                     1144600.812
1.000                      0.859                     51.533                     1145630.413
1.000                      0.864                     51.826                     1146613.215
1.000                      0.859                     51.533                     1147642.817
1.000                      0.874                     52.411                     1148656.819
1.000                      0.869                     52.118                     1149686.420
1.000                      0.874                     52.411                     1150684.822
1.000                      0.854                     51.24                     1151698.824
1.000                      0.839                     50.362                     1152728.426
1.000                      0.874                     52.411                     1153726.828
1.000                      0.864                     51.826                     1154740.829
1.000                      0.869                     52.118                     1155770.431
1.000                      0.859                     51.533                     1156768.833
1.000                      0.864                     51.826                     1157782.835
1.000                      0.869                     52.118                     1158812.436
1.000                      0.888                     53.290                     1159826.438
1.000                      0.874                     52.411                     1160824.84
1.000                      0.864                     51.826                     1161838.842
1.000                      0.869                     52.118                     1162868.444
1.000                      0.927                     55.632                     1163866.845
1.000                      0.854                     51.24                     1164880.847
1.000                      0.869                     52.118                     1165910.449
1.000                      0.869                     52.118                     1166908.851
1.000                      0.864                     51.826                     1167922.852
1.000                      0.869                     52.118                     1168952.454
1.000                      0.874                     52.411                     1169935.256
1.000                      0.878                     52.704                     1170964.858
1.000                      0.834                     50.069                     1171978.860
1.000                      0.869                     52.118                     1173008.461
1.000                      0.869                     52.118                     1174006.863
1.000                      0.888                     53.290                     1175020.865
1.000                      0.869                     52.118                     1176050.467
1.000                      0.883                     52.997                     1177048.868
1.000                      0.883                     52.997                     1178062.870
1.000                      0.869                     52.118                     1179092.472
1.000                      0.883                     52.997                     1180075.274
1.000                      0.830                     49.776                     1181104.876
1.000                      0.864                     51.826                     1182118.877
1.000                      0.878                     52.704                     1183148.479
1.000                      0.883                     52.997                     1184146.881
1.000                      0.883                     52.997                     1185160.883
1.000                      0.874                     52.411                     1186190.485
1.000                      0.874                     52.411                     1187188.886
1.000                      0.874                     52.411                     1188202.888
1.000                      0.878                     52.704                     1189232.490
1.000                      0.869                     52.118                     1190230.892
1.000                      0.878                     52.704                     1191244.894
1.000                      0.883                     52.997                     1192274.495
1.000                      0.854                     51.24                     1193288.497
1.000                      0.869                     52.118                     1194286.899
1.000                      0.864                     51.826                     1195300.901
1.000                      0.878                     52.704                     1196330.502
1.000                      0.859                     51.533                     1197328.904
1.000                      0.869                     52.118                     1198342.906
1.000                      0.878                     52.704                     1199372.508
1.000                      0.849                     50.947                     1200370.910
1.000                      0.859                     51.533                     1201384.911
1.000                      0.883                     52.997                     1202414.513
1.000                      0.869                     52.118                     1203397.315
1.000                      0.878                     52.704                     1204426.917
1.000                      0.903                     54.168                     1205440.918
1.000                      0.883                     52.997                     1206470.520
1.000                      0.883                     52.997                     1207468.922
1.000                      0.883                     52.997                     1208482.924
1.000                      0.869                     52.118                     1209512.526
1.000                      0.859                     51.533                     1210510.927
1.000                      0.864                     51.826                     1211524.929
1.000                      0.805                     48.312                     1212554.531
1.000                      0.859                     51.533                     1213552.933
1.000                      0.878                     52.704                     1214566.934
1.000                      0.893                     53.582                     1215596.536
1.000                      0.878                     52.704                     1216610.538
1.000                      0.869                     52.118                     1217608.940
1.000                      0.869                     52.118                     1218622.942
1.000                      0.869                     52.118                     1219652.543
1.000                      0.878                     52.704                     1220650.945
1.000                      0.864                     51.826                     1221664.947
1.000                      0.874                     52.411                     1222694.549
1.000                      0.874                     52.411                     1223708.550
1.000                      0.888                     53.290                     1224706.952
1.000                      0.878                     52.704                     1225736.554
1.000                      0.869                     52.118                     1226719.356
1.000                      0.888                     53.290                     1227748.958
1.000                      0.839                     50.362                     1228762.959
1.000                      0.869                     52.118                     1229792.561
1.000                      0.849                     50.947                     1230790.963
1.000                      0.864                     51.826                     1231804.965
1.000                      0.869                     52.118                     1232834.566
1.000                      0.878                     52.704                     1233832.968
1.000                      0.893                     53.582                     1234846.97
1.000                      0.874                     52.411                     1235876.572
1.000                      0.869                     52.118                     1236859.374
1.000                      0.883                     52.997                     1237888.975
1.000                      0.869                     52.118                     1238902.977
1.000                      0.878                     52.704                     1239932.579
1.000                      0.869                     52.118                     1240930.981
1.000                      0.878                     52.704                     1241944.982
1.000                      0.874                     52.411                     1242974.584
1.000                      0.864                     51.826                     1243972.986
1.000                      0.883                     52.997                     1244986.988
1.000                      0.878                     52.704                     1246016.590
1.000                      0.869                     52.118                     1247014.991
1.000                      0.883                     52.997                     1248028.993
1.000                      0.883                     52.997                     1249058.595
1.000                      0.864                     51.826                     1250072.597
1.000                      0.869                     52.118                     1251070.998
1.000                      0.893                     53.582                     1252085.000
1.000                      0.888                     53.290                     1253114.602
1.000                      0.883                     52.997                     1254113.004
1.000                      0.878                     52.704                     1255127.006
1.000                      0.874                     52.411                     1256156.608
1.000                      0.883                     52.997                     1257155.009
1.000                      0.864                     51.826                     1258169.011
1.000                      0.864                     51.826                     1259198.613
1.000                      0.874                     52.411                     1260181.414
1.000                      0.888                     53.290                     1261211.016
1.000                      0.864                     51.826                     1262225.018
1.000                      0.874                     52.411                     1263254.620
1.000                      0.883                     52.997                     1264253.022
1.000                      0.844                     50.654                     1265267.024
1.000                      0.883                     52.997                     1266296.625
1.000                      0.830                     49.776                     1267295.027
1.000                      0.878                     52.704                     1268309.029
1.000                      0.874                     52.411                     1269338.631
1.000                      0.888                     53.290                     1270321.432
1.000                      0.888                     53.290                     1271351.034
1.000                      0.898                     53.875                     1272365.036
1.000                      0.874                     52.411                     1273394.638
1.000                      0.883                     52.997                     1274393.040
1.000                      0.883                     52.997                     1275407.041
1.000                      0.874                     52.411                     1276436.643
1.000                      0.874                     52.411                     1277435.045
1.000                      0.834                     50.069                     1278449.047
1.000                      0.883                     52.997                     1279478.648
1.000                      0.849                     50.947                     1280477.050
1.000                      0.883                     52.997                     1281491.052
1.000                      0.878                     52.704                     1282520.654
1.000                      0.864                     51.826                     1283534.656
1.000                      0.869                     52.118                     1284533.057
1.000                      0.864                     51.826                     1285547.059
1.000                      0.878                     52.704                     1286576.661
1.000                      0.869                     52.118                     1287575.063
1.000                      0.854                     51.24                     1288589.064
1.000                      0.878                     52.704                     1289618.666
1.000                      0.874                     52.411                     1290617.068
1.000                      0.878                     52.704                     1291631.070
1.000                      0.883                     52.997                     1292660.672
1.000                      0.849                     50.947                     1293643.473
1.000                      0.878                     52.704                     1294673.075
1.000                      0.874                     52.411                     1295687.077
1.000                      0.883                     52.997                     1296716.679
1.000                      0.878                     52.704                     1297715.080
1.000                      0.898                     53.875                     1298729.082
1.000                      0.854                     51.24                     1299758.684
1.000                      0.883                     52.997                     1300757.086
1.000                      0.864                     51.826                     1301771.088
1.000                      0.878                     52.704                     1302800.689
1.000                      0.869                     52.118                     1303799.091
1.000                      0.883                     52.997                     1304813.093
1.000                      0.878                     52.704                     1305842.695
1.000                      0.874                     52.411                     1306856.696
1.000                      0.869                     52.118                     1307855.098
1.000                      0.869                     52.118                     1308869.100
1.000                      0.874                     52.411                     1309898.702
1.000                      0.883                     52.997                     1310897.104
1.000                      0.849                     50.947                     1311911.105
1.000                      0.888                     53.290                     1312940.707
1.000                      0.878                     52.704                     1313939.109
1.000                      0.874                     52.411                     1314953.111
1.000                      0.883                     52.997                     1315982.713
1.000                      0.849                     50.947                     1316965.514
1.000                      0.878                     52.704                     1317995.116
1.000                      0.874                     52.411                     1319009.118
1.000                      0.874                     52.411                     1320038.720
1.000                      0.913                     54.754                     1321037.121
1.000                      0.878                     52.704                     1322051.123
1.000                      0.878                     52.704                     1323080.725
1.000                      0.878                     52.704                     1324079.127
1.000                      0.864                     51.826                     1325093.129
1.000                      0.878                     52.704                     1326122.730
1.000                      0.854                     51.24                     1327105.532
1.000                      0.893                     53.582                     1328135.134
1.000                      0.888                     53.290                     1329149.136
1.000                      0.883                     52.997                     1330178.738
1.000                      0.883                     52.997                     1331177.139
1.000                      0.883                     52.997                     1332191.141
1.000                      0.883                     52.997                     1333220.743
1.000                      0.878                     52.704                     1334219.145
1.000                      0.893                     53.582                     1335233.146
1.000                      0.874                     52.411                     1336262.748
1.000                      0.869                     52.118                     1337261.150
1.000                      0.883                     52.997                     1338275.152
1.000                      0.869                     52.118                     1339304.754
1.000                      0.878                     52.704                     1340318.755
1.000                      0.883                     52.997                     1341317.157
1.000                      0.878                     52.704                     1342331.159
1.000                      0.878                     52.704                     1343360.761
1.000                      0.874                     52.411                     1344359.162
1.000                      0.864                     51.826                     1345373.164
1.000                      0.830                     49.776                     1346402.766
1.000                      0.844                     50.654                     1347401.168
1.000                      0.849                     50.947                     1348415.170
1.000                      0.864                     51.826                     1349444.771
1.000                      0.878                     52.704                     1350427.573
1.000                      0.883                     52.997                     1351457.175
1.000                      0.883                     52.997                     1352471.177
1.000                      0.869                     52.118                     1353500.778
1.000                      0.878                     52.704                     1354499.180
1.000                      0.869                     52.118                     1355513.182
1.000                      0.869                     52.118                     1356542.784
1.000                      0.874                     52.411                     1357541.186
1.000                      0.874                     52.411                     1358555.187
1.000                      0.874                     52.411                     1359584.789
1.000                      0.883                     52.997                     1360567.591
1.000                      0.878                     52.704                     1361597.193
1.000                      0.874                     52.411                     1362611.194
1.000                      0.839                     50.362                     1363640.796
1.000                      0.830                     49.776                     1364639.198
1.000                      0.883                     52.997                     1365653.200
1.000                      0.874                     52.411                     1366682.802
1.000                      0.859                     51.533                     1367681.203
1.000                      0.878                     52.704                     1368695.205
1.000                      0.883                     52.997                     1369724.807
1.000                      0.869                     52.118                     1370723.209
1.000                      0.898                     53.875                     1371737.210
1.000                      0.893                     53.582                     1372766.812
1.000                      0.874                     52.411                     1373780.814
1.000                      0.869                     52.118                     1374779.216
1.000                      0.888                     53.290                     1375793.218
1.000                      0.874                     52.411                     1376822.819
1.000                      0.849                     50.947                     1377821.221
1.000                      0.874                     52.411                     1378835.223
1.000                      0.869                     52.118                     1379864.825
1.000                      0.878                     52.704                     1380863.226
1.000                      0.854                     51.24                     1381877.228
1.000                      0.888                     53.290                     1382906.830
1.000                      0.878                     52.704                     1383889.632
1.000                      0.864                     51.826                     1384919.234
1.000                      0.874                     52.411                     1385933.235
1.000                      0.878                     52.704                     1386962.837
1.000                      0.874                     52.411                     1387961.239
1.000                      0.883                     52.997                     1388975.241
1.000                      0.888                     53.290                     1390004.843
1.000                      0.874                     52.411                     1391003.244
1.000                      0.883                     52.997                     1392017.246
1.000                      0.878                     52.704                     1393046.848
1.000                      0.888                     53.290                     1394045.250
1.000                      0.878                     52.704                     1395059.251
1.000                      0.849                     50.947                     1396088.853
1.000                      0.859                     51.533                     1397102.855
1.000                      0.883                     52.997                     1398101.257
1.000                      0.844                     50.654                     1399115.259
1.000                      0.878                     52.704                     1400144.860
1.000                      0.888                     53.290                     1401143.262
1.000                      0.839                     50.362                     1402157.264
1.000                      0.888                     53.290                     1403186.866
1.000                      0.883                     52.997                     1404185.268
1.000                      0.898                     53.875                     1405199.269
1.000                      0.883                     52.997                     1406228.871
1.000                      0.893                     53.582                     1407211.673
1.000                      0.893                     53.582                     1408241.275
1.000                      0.854                     51.24                     1409255.276
1.000                      0.888                     53.290                     1410284.878
1.000                      0.839                     50.362                     1411283.280
1.000                      0.908                     54.461                     1412297.282
1.000                      0.893                     53.582                     1413326.884
1.000                      0.878                     52.704                     1414325.285
1.000                      0.874                     52.411                     1415339.287
1.000                      0.893                     53.582                     1416368.889
1.000                      0.888                     53.290                     1417351.691
1.000                      0.874                     52.411                     1418381.292
1.000                      0.854                     51.24                     1419395.294
1.000                      0.898                     53.875                     1420424.896
1.000                      0.874                     52.411                     1421423.298
1.000                      0.859                     51.533                     1422437.300
1.000                      0.888                     53.290                     1423466.901
1.000                      0.883                     52.997                     1424465.303
1.000                      0.898                     53.875                     1425479.305
1.000                      0.883                     52.997                     1426508.907
1.000                      0.888                     53.290                     1427507.308
1.000                      0.888                     53.290                     1428521.310
1.000                      0.854                     51.24                     1429550.912
1.000                      0.893                     53.582                     1430564.914
1.000                      0.883                     52.997                     1431563.316
1.000                      0.854                     51.24                     1432577.317
1.000                      0.898                     53.875                     1433606.919
1.000                      0.854                     51.24                     1434605.321
1.000                      0.888                     53.290                     1435619.323
1.000                      0.859                     51.533                     1436648.924
1.000                      0.888                     53.290                     1437647.326
1.000                      0.908                     54.461                     1438661.328
1.000                      0.883                     52.997                     1439690.930
1.000                      0.859                     51.533                     1440673.732
1.000                      0.893                     53.582                     1441703.333
1.000                      0.874                     52.411                     1442717.335
1.000                      0.898                     53.875                     1443746.937
1.000                      0.888                     53.290                     1444745.339
1.000                      0.888                     53.290                     1445759.340
1.000                      0.888                     53.290                     1446788.942
1.000                      0.903                     54.168                     1447787.344
1.000                      0.922                     55.339                     1448801.346
1.000                      0.908                     54.461                     1449830.948
1.000                      0.917                     55.046                     1450813.749
1.000                      0.903                     54.168                     1451843.351
1.000                      0.913                     54.754                     1452857.353
1.000                      0.864                     51.826                     1453886.955
1.000                      0.908                     54.461                     1454885.356
1.000                      0.893                     53.582                     1455899.358
1.000                      0.903                     54.168                     1456928.960
1.000                      0.893                     53.582                     1457927.362
1.000                      0.888                     53.290                     1458941.364
1.000                      0.883                     52.997                     1459970.966
1.000                      0.883                     52.997                     1460969.367
1.000                      0.883                     52.997                     1461983.369
1.000                      0.883                     52.997                     1463012.971
1.000                      0.859                     51.533                     1463995.772
1.000                      0.903                     54.168                     1465025.374
1.000                      0.893                     53.582                     1466039.376
1.000                      0.893                     53.582                     1467068.978
1.000                      0.888                     53.290                     1468067.380
1.000                      0.903                     54.168                     1469081.382
1.000                      0.839                     50.362                     1470110.983
1.000                      0.888                     53.290                     1471109.385
1.000                      0.893                     53.582                     1472123.387
1.000                      0.883                     52.997                     1473152.989
1.000                      0.898                     53.875                     1474135.790
1.000                      0.898                     53.875                     1475165.392
1.000                      0.854                     51.24                     1476179.394
1.000                      0.898                     53.875                     1477208.996
1.000                      0.898                     53.875                     1478207.398
1.000                      0.888                     53.290                     1479221.399
1.000                      0.893                     53.582                     1480251.001
1.000                      0.883                     52.997                     1481249.403
1.000                      0.893                     53.582                     1482263.405
1.000                      0.869                     52.118                     1483293.006
1.000                      0.888                     53.290                     1484291.408
1.000                      0.883                     52.997                     1485305.41
1.000                      0.903                     54.168                     1486335.012
1.000                      0.859                     51.533                     1487349.014
1.000                      0.883                     52.997                     1488347.415
1.000                      0.898                     53.875                     1489361.417
1.000                      0.883                     52.997                     1490391.019
1.000                      0.859                     51.533                     1491389.421
1.000                      0.903                     54.168                     1492403.422
1.000                      0.888                     53.290                     1493433.024
1.000                      0.888                     53.290                     1494431.426
1.000                      0.893                     53.582                     1495445.428
1.000                      0.883                     52.997                     1496475.030
1.000                      0.888                     53.290                     1497489.031
1.000                      0.883                     52.997                     1498487.433
1.000                      0.878                     52.704                     1499501.435
1.000                      0.883                     52.997                     1500531.037
1.000                      0.883                     52.997                     1501529.438
1.000                      0.883                     52.997                     1502543.440
1.000                      0.874                     52.411                     1503573.042
1.000                      0.893                     53.582                     1504571.444
1.000                      0.878                     52.704                     1505585.446
1.000                      0.888                     53.290                     1506615.047
1.000                      0.854                     51.24                     1507597.849
1.000                      0.859                     51.533                     1508627.451
1.000                      0.878                     52.704                     1509641.453
1.000                      0.883                     52.997                     1510671.054
1.000                      0.888                     53.290                     1511669.456
1.000                      0.888                     53.290                     1512683.458
1.000                      0.859                     51.533                     1513713.060
1.000                      0.893                     53.582                     1514711.462
1.000                      0.893                     53.582                     1515725.463
1.000                      0.903                     54.168                     1516755.065
1.000                      0.898                     53.875                     1517753.467
1.000                      0.869                     52.118                     1518767.469
1.000                      0.888                     53.290                     1519797.070
1.000                      0.903                     54.168                     1520811.072
